,Unnamed: 0,reviewId,content,score,at,replyContent,appVersion,application
295,80881,27b4491a-f9c5-435c-83b3-0f618505c712,"Kok semakin di perbarui semakin lemaot ya Appnya, lama kelamaan jadi males makenya. Mending ga usah perbarui deh, kl ga sanggup dalam mengembangkan appnya, makin jelek aja ni app. Bikin emosi makenya. Mana dikit"" diperbarui, nukan tambah bagus tambah lemos dan error 😤",1,2023-04-25 10:03:24,"Hi Mums, terima kasih telah menggunakan aplikasi Teman Bumil, mohon maaf atas ketidaknyamanannya. Saat ini kami masih terus mengembangkan aplikasi Teman Bumil agar semakin mempermudah Mums dalam memperoleh informasi. Jika boleh tahu, HP Mums menjadi lemot pada saat di tahap apa ya Mums ? kami tunggu informasi dan bintang 5 dari Mums.Terima kasih :)",2.18.8,Teman Bumil
305,32048,272e4c49-ffff-45f0-a885-794ff3bbbc29,Knp susah sekali mendownload apk ini?,1,2021-04-12 14:46:33,"Halo Bunda. Mohon maaf atas masalah yang terjadi. Silakan Bunda coba untuk clear all data pada setting HP Anda. Jika Bunda masih mengalami hal yg sama, silakan untuk email detail keluhan Bunda ke app.feedback@theasianparent.com. jangan lupa kasih bintang 5★ ya! Oh ya, undang teman untuk gabung dalam komunitas theAsianparent juga! 😊",,Asian Parent
324,73131,9ad2baa5-821e-44ce-9b79-75d28a85dc30,"Padahal bagus suka, tapi kenapa sekarang gamau update timelinenya berthan di 6 minggu saja ga bertambah usia kehamilanya Jadi ganti aplikasi lain nih",3,2022-01-17 05:47:14,"Hai Mama sy, mohon maaf atas ketidaknyamanannya. Mohon untuk logout dari aplikasi kemudian login kembali pakai email yang terdaftar. Mama bisa klik di usia perkembangan janin, klik ""baca selanjutnya"", lalu scroll ke atas dan ke bawah di dialog plannya untuk loading datanya sampai muncul informasi lanjutan :) ^np",2.1.8,Hallobumil
327,84728,59aad4ca-9471-4dac-8eb6-de4c63c92e9d,Semoga membabtu,1,2021-02-21 05:46:29,"Hi Mum, Terima kasih telah menyukai dan menggunakan aplikasi Teman Bumil. silakan update versi terbaru Teman Bumil dan jangan lupa share pengalaman Mum di Instagram Mum dan follow terus IG @temanbumil. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, kami tunggu Bintang Limanya ya Mum, terima kasih :)",,Teman Bumil
369,9816,7e07336b-487d-484a-8060-8eabe1635851,"Sebenernya bagus banges bisa sharing pengalaman dikomunitas sama mom lain,tapi semenjak diganti jadi mode pemulihan dibagian komunitas jadi loading terus muter2 terus gimana tuh tolong diperbaiki",3,2022-11-08 10:10:18,"Halo Kholifah Arif, terima kasih banyak atas masukannya. Kami akan terus meningkatkan kualitas aplikasi dan moderasi kami sehingga bisa memenuhi kebutuhan informasi seputar perkembangan janin, kehamilan, pregnancy, dan menjadi komunitas ibu hamil dan parent yang baik. Jika nanti Anda menyukai app kami, jangan lupa kasih bintang 5★ ya! 😊",2.12.11,Asian Parent
415,72018,dc03c4a1-cff0-4286-83a3-cd0c77e6b46d,"Kenapa gk bisa dibuka"" Aplikasi ini",1,2024-12-08 00:11:00,"Hallo Mama Siti Sulistio, kami sangat mengerti ketidaknyamanan yang Mama rasakan. Mohon dapat dipastikan untuk aplikasi Hallobumil yang di gunakan sudah versi terbaru (android : 2.5.9) dan jika Mama mengalami kendala, silakan diinformasikan detail keluhan nya melalui layanan whatsapp kami di nomor 085134954019 ^dt",2.6.0,Hallobumil
438,57578,f6354c94-07f2-41ca-b514-3189312cba9a,"Please provide 2x4 and 1x4 widgets or make widgets more resizable, the widget sometimes doesn't load properly, there are some parts that don't appear completely",3,2023-08-07 08:40:24,"Halo, Parent Gilang Ramadhan! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Parent maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email rohaya.sitanggang@tickledmedia.com agar kami bisa segera menindaklanjutinya. Terima kasih! (Jangan lupa bintang 5-nya!) 😊
",2.12.30,Asian Parent
464,18233,c7f1fa1a-ed2c-4510-b198-8fd84d8bd0a9,Saya suka dengan aplksinya,3,2022-02-11 04:40:57,"Halo, Parent! Terima kasih atas review positifnya. Jika Anda menyukai aplikasi ini, boleh dong dikasih bintang 5★ sekalian? Ehehe. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami ya. 😊
",,Asian Parent
494,1956,acfde03f-3474-4713-a50b-f824cc45bfea,Bintang 1 pantas sih..dikit dikit iklan,1,2025-01-24 21:24:02,"Hai, Bunda Feby! Mohon maaf untuk ketidaknyamanannya ya. Iklan sangat dibutuhkan agar aplikasi kami tetap gratis untuk pengguna, tapi jangan khawatir, kami sudah melakukan upaya untuk mengurangi frekuensi iklan yang muncul. Untuk pertanyaan lebih lanjut, bisa hubungi kami di app.id@theasianparent.com. Terima kasih 😊",,Asian Parent
515,29909,a7d80b38-750b-4652-87bd-758edb39d630,Bagus,3,2021-06-01 04:50:36,"Halo, Parent! Terima kasih atas review positifnya. Jika Anda menyukai aplikasi ini, boleh dong dikasih bintang 5★ sekalian? Ehehe. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent! Oh ya, jangan lupa ajak teman-teman untuk bergabung di komunitas kami ya. 😊",2.9.8,Asian Parent
544,32096,52c82af8-f0c4-4e8b-8935-e8d799f90090,Iklannya behhh banyak banget,2,2021-04-11 14:00:36,Hai Parents! Mohon maaf atas ketidaknyamanannya. Terima kasih juga atas reviewnya. Saat ini tim kami sedang mencari solusi terbaik untuk mengatasi hal tersebut. Tunggu update dari kami ya! 😉,2.9.4,Asian Parent
577,21668,9ef5a5a8-b2e8-421b-813f-1e37a71d6b9d,Ada artikel dibuka sering zonk,2,2021-12-07 19:01:55,"Halo, Bunda! Terima kasih atas feedbacknya. Namun, kami cukup kesulitan memahami keluhan yang Bunda maksud nih :( Silahkan kirimkan detail masalahnya (bisa berupa screenshoot, link, dll) ke email app.feedback@theasianparent.com agar kami bisa segera menindaklanjutinya. Terima kasih! (Jangan lupa bintang 5-nya!) 😊",2.9.13,Asian Parent
591,89066,f7dddab5-391a-4144-b4d3-878625978067,ga ada widget.,3,2024-02-21 21:13:24,"Hai Mums, terima kasih atas Masukannya dan akan kami teruskan ke tim terkait kami untuk direalisasikan di kemudian hari. Kami terus mengembangkan aplikasi Teman Bumil agar semakin mempermudah Mums memperoleh informasi. Saat ini Teman Bumil mempunyai fitur menarik seperti Milestone, Belanja, chat dokter dll. Ditunggu perkembangan dariTeman Bumil :)",2.21.3,Teman Bumil
593,64596,db175610-c026-4bc8-b616-94d17858aa58,Changing my rating to 3 stars until you remove anonymous comments. It gives horrible people an excuse to be horrible and disrespectful to first time parents who are just asking questions.,3,2021-02-01 14:16:34,"Hi Parent! Thanks for your feedback ❤️ The purpose of being able to post anonymously is to help parents who are hesitant to discuss sensitive matters using their real name. But, if you see an unpleasant post or comment from an anonymous user, email us at app.feedback@theasianparent.com. Thank you!",2.8.3,Asian Parent
597,572,df63af37-c796-46e5-a619-3b76bb9cf632,Aplikasinya bagus sebenarnya. Tp msih ada bug nya. Sering keluar sndiri klw mau liat komentar di hidden post.,3,2022-06-23 17:45:59,"Hai Bunda dum dum, terima kasih telah menggunakan aplikasi Diary Bunda 🙏🏻 Mohon maaf atas ketidaknyamanannya 🙏🏻 Apakah sejauh ini Bunda masih mengalami kendala yang sama? Terima kasih",3.1.8,Diary Bunda
613,72343,25a2d167-7e8e-466b-aec4-23c04c1b89b7,Ada apa dengan aplikasinya?? Kenapa semenjak update malah jadi logout dan semua data jadi hilang dan kacau,2,2023-11-02 11:01:24,"Dear Mama Putri Ananda Mira Bella, kami mengerti atas ketidaknyamanan yang Mama rasakan dan masukan dari Mama sangat berharga bagi kami. Namun begitu, Mama tidak perlu khawatir karena saat ini kami sedang mengembangkan fitur-fitur keren agar Mama mendapatkan pengalaman terbaik dalam menggunakan aplikasi Hallobumil ke depannya. #mengertimama",2.4.1,Hallobumil
636,73126,25145715-e1eb-49f5-a225-5331686b98ef,"Bisa gak sih hallobumil upgrade fitur yang bisa konsultasi ke dokter tanpa tarif biaya, kyak aplikasi sebelah (alodokter)",3,2022-01-20 08:13:05,"Hai Mama Jane Rengku, mohon maaf atas ketidaknyamanannya. Terima kasih atas tanggapannya, mengenai hal tersebut akan menjadi saran yang sangat berharga bagi kami untuk terus meningkatkan aplikasi Hallobumil kedepannya. Salam hangat :) ^np
",2.1.8,Hallobumil
674,72141,39661a0e-c85f-48a5-9c91-8e4c6dba3771,Loading terus dari pagi,3,2024-09-04 12:13:20,"Hallo Mama Elva Sulastri, kami sangat mengerti ketidaknyamanan yang Mama rasakan. Detail kendala yang Mama alami silakan diinformasikan melalui email cs@hallobumil.com agar dapat kami lakukan pengecekan lebih lanjut. #mengertimama ^dt",2.5.4,Hallobumil
676,84510,61e2aad2-5099-426e-b469-af8b03e9aa1d,"Aplikasi nya error di hp saya, habis download langsung tegang",1,2021-04-20 12:01:52,"Hi Mums, Mohon maaf untuk kendala yang dialami. Saat ini kami masih terus mengembangkan aplikasi Teman Bumil agar semakin mempermudah Mums dalam memperoleh informasi. Boleh diinformasikan aplikasi Teman Bumil menjadi error nya pada saat Mums di tahap apa/membuka fitur apa ya Mums? Terima kasih sebelumnya :)",,Teman Bumil
686,33634,57398eda-1bdc-45ac-8fee-dfd9939fc870,Cukup memuaskan bagi saya,3,2021-03-19 20:26:51,"Dear Parent, terima kasih untuk dukungan Anda. Jika Anda menyukai app kami, jangan lupa kasih bintang 5★ ya! Oh ya, undang teman untuk gabung dalam komunitas theAsianparent juga! 😊",2.9.1,Asian Parent
870,7096,c57478e9-9683-414f-ba0e-1f9849517ca2,kenapa saat memilih 3 topik favorit saya tidak bisa melanjutkan?,3,2023-05-10 19:39:16,"Halo Parent Devi Sagita, mohon maaf atas masalah yang Parent hadapi. Untuk mengatasinya, silakan membersihkan cache aplikasi ya. Selain itu, silakan update app Parent ke versi terbaru agar Parent tidak mengalami hal ini lagi kedepannya. Bila masih mengalami masalah yang sama, silahkan kirim detail akun Parent ke app.feedback@theasianparent.com 😊",2.12.23,Asian Parent
936,72990,ca759dd3-1f5e-4b68-baa7-2f49f2f20fb6,Tiba tiba gak bisa ke buka..dan muncul try again trussss trusss truss..,3,2022-02-24 12:14:53,"Hallo Mama Siha Hasanah, mengenai kendala tersebut saat ini aplikasi hallobumil sudah bisa diakses kembali. Silakan login menggunakan email dan password terdaftar atau dapat klik link berikut : http://bit.ly/HallobumilApps :) ^np",2.1.8,Hallobumil
968,1966,935a6128-9ac8-4cc0-a689-861b58c24f14,"Ada bug di tambah keterangan lahir anak, di pemilihan ulang tahun, terakhir saya cek tanggal 19 Januari penambahan ulang tahun cuman sampai 20 November 2024. Kan harusnya sampai tanggal 18 atau 19 januari.",3,2025-01-19 06:28:16,"Hi Parent Gelombang! Terima kasih telah melaporkan kendala ini, ya. Kami minta maaf atas ketidaknyamanannya. Tim kami sedang melakukan investigasi dan segera memperbaiki masalah ini. Jika memungkinkan, mohon kirimkan detail permasalahan ke app.id@theasianparent.com karena akan sangat membantu kami mempercepat proses perbaikan. Terima kasih!",3.0.16,Asian Parent
970,25693,4d9d905f-4c3a-42dd-b19e-30b9b0f87746,Terlalu sering betul update,2,2021-09-27 12:29:47,"Halo Parent, terima kasih atas feedback-nya. Mengenai update, sebenarnya kami hanya berusaha untuk menyajikan fitur-fitur dan informasi terbaru untuk Parent. Namun, jika Parent merasa belum mau meng-update app ini, Parent bisa mengabaikan himbauan tersebut yaa. Terima kasih! Jangan lupa bintang 5-nya! 😊",2.9.26,Asian Parent
987,72294,2244e96e-866d-4de9-b8ff-bf38eab5bc61,"di update malah lemot parah, enakan versi dulu drpd skrg! foto usg ilang, pas masuk malah macem error sebel",1,2023-11-18 09:27:51,"Dear Mama Kaniar Widina, kami mengerti atas ketidaknyamanan yang Mama rasakan. Namun begitu, Mama tidak perlu khawatir karena saat ini kami sedang mengembangkan fitur serta tampilan untuk mendapatkan pengalaman yang lebih baik dalam menggunakan aplikasi Hallobumil ke depannya. #mengertimama",2.4.2,Hallobumil
1028,78362,4c0cd615-a008-4fae-a4e3-d3c6eade018c,aplikasi gak jelas... disuruh login melulu...,1,2022-05-20 11:54:54,"Hai Mama unggul setiawan, mohon maaf atas ketidaknyamanannya. Silakan bisa dicoba untuk clear cache atau klik aplikasi cleanup/pembersih yang biasanya sudah tersedia di semua tipe HP Android&coba login kembali menggunakan email yang terdaftar. Jika masih terjadi kendala mohon mengirimkan bukti kendala melalui email hallobumil@gmail.com :) ^np",,Hallobumil
1093,57630,ca4e42e9-6cb6-4ca9-adbe-65a2b285aea0,"App is very useful especially for first time mom's like myself. But I've been experiencing issues with it lately. Everytime I click on a notification for a certain article, it routes me to irrelevant parts of the app (e.g feeding tracker). I tried to uninstall-install the app, but the issue persists. I hope this gets fixed cause I really love using it and would be very much appreciated if I can use all the features without having to experience problems.",3,2023-07-25 20:26:44,"Thank you for your kind feedback. We are aware of this problem, and we are currently working on solving it. We will let you know the moment we fix the issue 😊",2.12.29,Asian Parent
1132,62329,fcd9bf19-f0bc-40e8-acde-64e64952ee5f,Good for momy,1,2021-07-30 02:23:55,"Hi, Parent! Thanks for your wonderful review - it makes us so happy! What would encourage us even more is a 5-star review from you. We hope you keep loving our app and its features as you continue along your parenting journey. Don't forget to tell your squad to join theAsianparent app community! 😊",2.9.19,Asian Parent
1133,25352,fa87493d-6643-4481-86a9-3187d32c625c,"Yang saya tidak suka knapa harus trus""an update🥺",3,2021-10-06 11:21:15,"Halo Parent, terima kasih atas feedback-nya. Mengenai update, sebenarnya kami hanya berusaha untuk menyajikan fitur-fitur dan informasi terbaru untuk Parent. Namun, jika Parent merasa belum mau meng-update app ini, Parent bisa mengabaikan himbauan tersebut yaa. Terima kasih! Jangan lupa bintang 5-nya! 😊",2.9.31,Asian Parent
1142,124,98ee234f-82c4-4fb0-ae9e-eaa08c87ebcf,jelek bnaget ..selalu keluar,1,2024-08-11 10:36:05,,4.1.5,Diary Bunda
1151,35984,1c0de8ae-383e-4d80-9cc1-bd9c5acf6c39,"Aplikasi gk berguna, Ngabisin kuota doang 😙👎",1,2021-01-20 18:51:06,"Hai Bunda! Terima kasih atas ulasannya. Jika Bunda memiliki saran agar kami bisa meningkatkan kepuasan Anda terhadap aplikasi kami, silakan kirimkan ke alamat e-mail app.feedback@theasianparent.com ya. Terima kasih! Jangan lupa bintang 5-nya!)😊",,Asian Parent
1199,64147,3d819dcf-78b1-4759-8e07-6902c3307378,Suka baby track yang lama,3,2021-03-17 20:17:46,"Hi, Annisa! Terima kasih atas maklum balas anda. Kami menghargai pendapat anda dan mengambil semua maklum balas pengguna dengan serius. Pihak kami sentiasa menambah baik aplikasi untuk memastikan pengalam positif setiap pengguna. Kami harap anda terus menggunakan aplikasi kami. Terima kasih banyak-banyak! (Jangan lupa untuk beri 5★! 😊 )",2.9.1,Asian Parent
1202,72324,aa02058e-5f81-4fc4-857b-7acdc3970bbf,Kembalikan hallobumil yg lama😌,1,2023-11-10 14:34:33,"Dear Mama Dewintaalvikhusnia, kami mengerti atas ketidaknyamanan yang Mama rasakan. Namun begitu, Mama tidak perlu khawatir karena saat ini kami sedang mengembangkan fitur serta tampilan untuk mendapatkan pengalaman yang lebih baik dalam menggunakan aplikasi Hallobumil ke depannya. #mengertimama",2.4.2,Hallobumil
1213,30630,5ee90b18-ace7-47d7-88e9-400a069fe83f,Kenapa habis diupdate malah ga bisa dipake 😭 selalu ada tulisan duh ada yg salah silakan coba lagi.. Padahal mau nyimpen kick counter jadi ga bisa kalo diretry mesti nunggu dedek gerak lagi.. Mohon diperbaiki lagi aplikasinya,1,2021-05-09 17:32:20,"Halo Parent, mohon maaf atas ketidaknyamanannya silahkan hubungi kami untuk detail akun dan masalah yang dihadapi ke email app.feedback@theasianparent.com, dan kami akan segera menindaklanjutinya. Terima kasih! (Jangan lupa bintang 5-nya!) 😊",2.9.6,Asian Parent
1261,6293,c223140c-0999-4fc7-8b59-89a367bf5d68,Kenapa ya tiap saya ikut survey sal kredit VIP saya ngk masuk?,3,2023-09-13 11:33:47,"Hai, Parent Puji Rahayu R. Mohon maaf atas kendalanya. Agar kami bisa mengatasi masalah terkait VIParents dengan lebih cepat, mohon untuk mengirim email ke sini ya: vipadmin@theasianparent.com dengan menyertakan nama, akun instagram, nama campaign dan periode campaign untuk informasi lebih lanjut. Terima kasih 😊
",2.13.3,Asian Parent
1265,6501,2b49c16a-a343-4bb5-837f-1a7839f0ab01,"Banyak iklan, kurang nyaman karena tiap baca postingan harus menunggu skip iklan",2,2023-08-11 19:11:30,"Hai, Parents Winda 253. Mohon maaf untuk kendala yang Parents hadapi Ads sangat dibutuhkan agar aplikasi kami tetap gratis untuk pengguna. Tapi jangan khawatir, karena kami sudah melakukan upaya untuk mengurangi frekuensi iklan yang muncul.
Untuk pertanyaan lebih lanjut, bisa hubungi kami di app.feedback@tickledmedia.com. Terima kasih ya!
",,Asian Parent
1296,10602,897fba94-a1fe-4f11-9b5a-3fcec7211ba5,Lengkapin info dstiap bulan bagaimna dn apa yg mesti dlakukan atau ceklistnya tambahin lagi buat bumil,3,2022-10-04 12:43:25,"Halo Bunda, terima kasih banyak atas masukannya, akan kami sampaikan ke tim terkait. Kami sedang mengembangkan fitur-fitur terbaru yang tentunya dapat bermanfaat untuk Bunda semua. Ditunggu informasi terbarunya. Jangan lupa kasih bintang 5★ ya! 😊",2.11.7,Asian Parent
1321,7142,84c54145-c159-42ae-afbf-ecf0e51f5158,Disuruh milih 3 topik tapi gabisa diklik selesai knp ya jd gtu terus,3,2023-05-02 10:36:08,"Hai, Parent Erafone Saja! Kami mohon maaf sebesar-besarnya atas kendala yang Parent hadapi, kami sedang berusaha mengatasinya ya. Tunggu update dari kami. Terima kasih! (Jangan lupa bintang 5-nya!) 😊",2.12.23,Asian Parent
1398,886,57281e4e-12e9-402a-8589-084c71925e4f,jadi ilang semua dayanya 😭,1,2021-04-30 13:59:39,"Hai Bunda Unun, mohon maaf atas ketidaknyamanannya. Dapat kami pastikan data perkembangan tidak hilang, namun fitur pencatatan baru untuk menampilkan data tersebut di versi baru aplikasi Diary Bunda masih sedang kami kembangkan. Mohon ditunggu ya, Bunda 🙏🏻",,Diary Bunda
1422,36026,e2c862a4-91aa-42bb-a271-4b7fec279a00,"Aplikasi gak bener. Masak aku hamil udah 4 bulan (16 minggu), pas di apl nya kehamilan aku skrg itu jadi 15 minggu. Aneh",2,2021-01-19 13:00:51,"Halo Bunda, Aplikasi kami tidak bisa menjadi acuan 100% ya. Informasi di aplikasi kami hanya informasi pendukung ya, Bun. Bunda tetap harus berkonsultasi dengan dokter untuk memastikan HPL. Semoga kami bisa terus memenuhi kebutuhan informasi Bunda, dan jangan lupa kasih bintang 5★ ya! 😊",,Asian Parent
1456,72857,09d9a16c-fb41-484e-af90-ff3ac8914191,"Saya mau update try again terus, saya kira sinyal saya yang ngga bagus tapi aplikasi yang lain masih bisa digunakan. Tolong diperbaiki",2,2022-04-17 20:07:25,"Hai Mama Riyanti Juanita, mohon maaf atas ketidaknyamanannya. Mengenai kendala tersebut silakan bisa dicoba untuk melakukan clear cache di HP atau klik aplikasi cleaner/pembersih yang biasanya sudah tersedia di semua tipe HP Android, dan silakan coba login kembali menggunakan email yang terdaftar. Salam hangat :) ^np",2.2.7,Hallobumil
1460,73626,43d66fb6-9bc6-44d5-9539-8c35556fab52,bagus banget,3,2021-07-29 15:24:03,"Hallo Mama Ani Ani, terima kasih atas ulasannya. Semoga aplikasi Hallobumil dapat bermanfaat sebagai pendamping kehamilan, dan tumbuh kembang Si Kecil nantinya. Sehat selalu :) ^np

",,Hallobumil
1475,30708,a6109ef6-4feb-4f30-9425-ac41375b4b51,"Aplikasinya sangat lengkap, cuma memori HP ku penuh.",3,2021-05-07 16:48:10,"Dear Parent, terima kasih untuk dukungan Anda. Jika Anda menyukai app kami, jangan lupa kasih bintang 5★ ya! Oh ya, undang teman untuk gabung dalam komunitas theAsianparent juga! 😊",2.9.6,Asian Parent
1497,6933,6a2d6c57-1d1f-4126-993d-3dfff0980d26,Ok,1,2023-06-03 19:00:39,"Halo, Parent Fitri adi! Terima kasih atas review positifnya. Jika Anda menyukai aplikasi ini, boleh dong dikasih bintang 5★-nya? Semoga Anda bisa memanfaatkan semua info perkembangan janin, pregnancy, kehamilan, bayi, dan fitur lainnya di theAsianparent! Oh ya, jangan lupa ajak teman untuk bergabung di komunitas ibu hamil dan parenting kami ya. 😊",2.12.24,Asian Parent
1515,7291,43cdd095-c939-44b3-9deb-2efa82d7566d,"Bagus apknya, tapi tolong kurangi notifikasi, yg bikin overthingking ya, seperti kehamilan kosong atau hal lain tentang keburukan dalam kehamilan, bikin overthingking tau ga",3,2023-04-02 08:31:41,"Halo Bunda atik muthiatin, terima kasih banyak atas masukannya, akan kami sampaikan ke tim terkait. Kami menerima semua masukan tersebut dengan hati yang terbuka. Semoga kedepannya kami bisa terus meningkatkan kualitas aplikasi dan moderasi kami sehingga bisa memenuhi kebutuhan informasi Bunda. 😊",,Asian Parent
1585,33113,f97c5adc-15da-419e-999f-9e4f1eaa02d8,"Kasih bintang 3 sjh. Karena mnrt saya apl kurang lengkap, tdak trsedia untuk memasukan perkembangan anak tiap bulannya, misal bert bdan dan tinggi bdannya. Jdi tidak tahu perkembangan anak apkh naik atau turun",3,2021-03-27 03:02:30,"Halo, Parents! Terima kasih atas feedbacknya. Namun, kami masih belum jelas dengan keluhan Anda saat ini. Supaya bisa memudahkan kami untuk memperbaiki masalah yang hadapi, silahan kirim saran ke email ke app.feedback@theasianparent.com. Tujuannya, agar kami bisa segera menindaklanjuti kekurangan dalam aplikasi kami. Terima kasih ya!",2.9.1,Asian Parent
1598,708,e9665e6d-0e10-4885-ac40-393018be9677,"Apk lama"" gk bisa di buka",1,2022-02-06 15:59:10,"Hai Bunda Dian, mohon maaf atas ketidaknyamanannya 🙏🏻 Apakah boleh diceritakan lebih detil kendala yang dialami saat Bunda membuka aplikasinya?",,Diary Bunda
1610,758,b5d5fb3d-9bed-40c6-b767-d25a8c4b5fd6,Tidak bisa di donlot,1,2021-11-24 17:56:24,"Hai Doni, apakah boleh diceritakan lebih detil kendala yang dialami seperti apa saat ingin men-download aplikasinya? Boleh dikirimkan via email ke feedback@diarybunda.co.id yaa. Terima kasih sebelumnyaa 🙏🏻 dan sehat selalu 😊",,Diary Bunda
