,Unnamed: 0,reviewId,content,score,at,replyContent,appVersion,application
27,21364,f4e318e7-1123-4791-b236-a1c8a90ccb27,"Aplikasinya bagus bgt, fitur2 didalamnya pun lengkap. Bnyk info menarik, tips&trik, lelang, giveaway, tukar poin, ilmu parenting sampai fitur buat nyari ide nama baby juga ada! Super lengkap, membantu bgt dan apapun yg dishare semuanya bermanfaat bgt. Aplikasi terbagus sih menurutku, isinya jg komunitas² yg berbobot semua. Ah sukak bgt 🤍 Alhamdulillah aku udh ikutan gabung jd member VIP dan banyak bgt keuntungannya 🤍 Thankyou TheAsianParent 🤍",5,2021-12-16 12:28:59,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.5,Asian Parent
28,64050,6463c431-5fca-4538-b700-fb2dc4bcbb4d,It more helpful to me,5,2021-03-24 11:02:23,"Hi, Parent! Thank you for your positive feedback. We are happy that you find our app helpful as you navigate the exciting world of parenting! Because parenting is much more fun with friends, do invite them to join theAsianparent app community too!",2.9.1,Asian Parent
29,7876,d2133066-ae36-4871-8830-a45a5834cca8,Alhamdulillah app membatu banget yg AQ Bru pertama..,5,2023-02-18 23:46:10,"Hai, Parent Riska Astuti! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.20,Asian Parent
32,72021,95b903cd-4397-4abb-89fa-82c4444045b0,"Hallo, tolong kasih tau saya bagaimana menghapus foto di album aplikasi ini?",4,2024-11-29 13:21:05,"Hallo Mama Silvia, silakan dapat masuk ke fitur ""Album Foto Kita"", kemudian pilih foto atau momen yang ingin Mama hapus, klik tanda 3 di sebelah kanan foto, klik hapus momen ini, maka nantinya foto akan terhapus. Jika Mama mengalami kendala lain nya, silakan diinformasikan melalui layanan whatsapp kami di nomor 085134954019 ^dt",,Hallobumil
35,19206,b7e7a105-dfdf-4ed3-aea3-0f0d9fa2ea04,Good,4,2022-01-24 13:36:19,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.7,Asian Parent
36,81559,23bfd366-8b48-4a38-bfe9-2dc098067bad,"Alhamdulillah jumpa aplikasi Teman Bumil, jadi ga bingung waktu lihat hasil tes dua garis, banyak tips dan pengetahuan yg perlu aku ketahui sebagai bunda muda, ya allah semoga aku dan calon bayiku sehat selalu, aamiin..",5,2022-10-19 19:26:02,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran giveaway menarik dari Teman Bumil, terima kasih Mums:)",2.16.0,Teman Bumil
37,81245,898c36aa-42e9-42af-b2ab-825795add26a,"Suka banget aplikasi ini, bukan hanya bisa memantau perkembangan janin di dalam kandungan saja tapi juga seputar promil dan tumbuh kembang anak sampai balita loh.. informasi nya superr lengkap.. visual nya menarik, Banyak promosi dan juga hadiah"" menarik, juga ada komunitas di dalamnya ..benar"" sesuai namanya ""TEMAN BUMIL"" benar-benar bisa menjadi teman untuk para bunda tercinta..luvv teman bumil...",5,2022-12-26 17:23:18,"Hi Mums, Terima kasih telah menggunakan Teman Bumil. Jangan lupa share pengalaman Mums di IG Mums dan follow terus IG @temanbumil, untuk informasi seputar parenting dan tumbuh kembang si Kecil follow juga IG @teman_parenting. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih ya Mums:)",2.18.1,Teman Bumil
38,62610,5aa3a0ee-ebb5-48c6-b4ab-668058ae358c,Lots of for us mother's,5,2021-06-25 16:41:04,"Hi, Parent! Thank you for your positive feedback. We are happy that our app is giving you useful parenting information. We hope our app continues to help you on your parenting journey. Please encourage us further with a 5★ review, and do invite your friends to join theAsianparent app community! 😊",2.9.13,Asian Parent
39,30413,13c04c79-70c1-4e96-82f5-00bb7757f991,👍👍👍,5,2021-05-16 13:53:46,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.7,Asian Parent
40,19025,24d507a0-3697-4a30-86cd-a173a33db656,👏👏👏,5,2022-01-27 08:16:49,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.7,Asian Parent
41,23791,0456ccb4-49a8-47c0-a9d6-2f75975a8e5d,"Dari banyaknya pilihan paling jatuh hati sama app ini, lengkap bgt jadi ga khawatir mantau perkembangan kehamilan, banyak fitur lengkap mulai dari lihat perkembangan janin, bisa pantau tendangan janin, banyak informasi kehamilan & parenting, sampe bisa cari nama untuk baby🤭, banyak resep yg aman buat bumil, ada recommen belanja, fitur obat juga, trus bisa saling cerita pengalaman parenting & kehamilan, yg paling keren kita bisa ngumpulin poin yg di tukar jadi gift, banyak giveaway juga loh🥰❤",5,2021-11-06 23:13:37,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi mengenai perkembangan dan pertumbuhan anak Anda. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur cari nama bayi, resep dll).dengan baik ya.😊",2.10.1,Asian Parent
43,89600,aad10ee4-03af-4308-b878-d38670b16833,"Loading splash screennya lama. Harus restart HP dulu, baru bisa buka aplikasi. Kemudian tidak bisa login sama sekali. Loading terus, gaada respon apapun. Bad experience. Semoga bisa diperbaiki lagi. Terimakasih.",1,2022-02-12 18:14:26,"Hi Mums, Mohon maaf atas ketidaknyamanannya. Silahkan di coba kembali ya Mums. Apabila sudah bisa yuk tingkatnya review pada palyastore namun apabila masih mengalami kendala mohon informasi data berikut guna dilakukan pengecekan : 1. Screenshot. 2. No HP &email terdaftar. 3. Tipe HP&versi OS. Data dapat dkirimkan ke email info@temanbumil.com",2.10.0,Teman Bumil
44,23335,c46ef740-c094-4ae8-94b4-8f7a99bd2805,🥰,5,2021-11-13 09:39:47,"Hai, Parent! Terima kasih atas review positifnya ❤️ Jangan lupa beritahu teman Anda untuk bergabung di aplikasi theAsianparent. 😊 Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.9.30,Asian Parent
45,18333,0215cb81-2e8d-48d0-b908-9df2f2f6479a,Bagusss,5,2022-02-08 18:44:40,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.7,Asian Parent
48,24418,eb79fe71-3476-446b-a01b-96f9349e7729,Oke,5,2021-10-27 09:51:10,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",,Asian Parent
49,11275,63dbb5b6-8f70-4962-83a7-d0980a1e035e,"Bermanfaat banget ini aplikasinya. Banyak bantu apalagi buat calon ibu baru. Bisa tanya jawab sama moms lainnya, bisa dapet pemberitahuan ilmu2 seputar kehamilan dan parenting, dan yang terpenting bisa tau perkiraan perkembangan kondisi bayi. Thx banget deh buat TAP aku jadi ga susah buat nyari info, karena ga dicari pun TAP selalu kasih info terupdate sesuai usia kehamilan",5,2022-09-18 20:00:21,"Hai, Parent Na_ Rina! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.12.4,Asian Parent
50,34791,f1c185cd-7aef-45f9-97fa-c92ad6d55516,Membantu promil,5,2021-02-20 08:13:49,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi akurat dalam membantu perkembangan dan pertumbuhan si kecil. Semoga Anda dapat menggunakan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊
",,Asian Parent
52,23239,0722af80-04e0-4de6-9a2f-309fe96f9e1a,Aplikasi yang sangat membantu saya untuk mengetahui perkembangan janin saya dan seputar kehamilan...aplikasi yang sangat bermanfaat buat saya...terima kasih theAsianparents,5,2021-11-15 13:05:15,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi mengenai perkembangan dan pertumbuhan anak Anda. Semoga Anda juga dapat menggunakan fitur di aplikasi theAsianparent (seperti fitur cari nama bayi, resep dll).dengan baik ya.😊",2.10.3,Asian Parent
53,18346,a3c4432b-b167-4792-aa8f-c41791c98b6c,Bagus sekaki loh bun,5,2022-02-08 16:22:15,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",,Asian Parent
55,2740,49d09416-9c32-4f22-a16b-a58bf3ef524c,"Sangat membantu bangett, mulai hamil sampai baby umur 5bulan. mantap sekalii aplikasi ini💙💙💙",5,2024-04-26 03:26:35,"Hai, Alima! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊

",3.0.6,Asian Parent
56,19425,f6097ace-d9e9-4f13-9931-bf06a2378745,Suka banget sama aplikasi nya. Lengkap,5,2022-01-19 07:35:38,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.7,Asian Parent
57,32650,7dead7c6-7289-4955-be71-b708b23cd0c8,Sangat bermanfaat,5,2021-04-02 14:56:10,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.3,Asian Parent
58,56430,4b9772df-6e24-4b10-9d07-c49ba413a09d,Salamat at nka sali po ako dito. Malaking tulong ang mga topic na napag uusapan dito. Marami kang matututunan at maibabahagi sa mga mommies na kapareho kong buntis.,5,2024-04-10 22:58:50,"Hi, mavy! Thank you for your positive feedback. We are happy that you find this app is helpful for you. We hope that our app features may help you and your baby. Anyway, don’t forget to invite your gang to join theAsianparent app community too! 😊",3.0.6,Asian Parent
63,13609,4dad8e7e-224c-4eb1-b269-30b02f28297c,"Dari awal hamil sampai melahirkan , msih pakai asian parent , karna selain byk info bermanfaat saat hamil, byk info bermanfaat juga buat bayiku.",5,2022-07-05 09:40:31,"Hai, Parent! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini berguna untuk Anda. Semoga Anda bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.11.7,Asian Parent
65,61384,2ec5f7ad-b130-4115-82d0-cb52af8a3dde,nice,5,2021-11-15 19:06:22,"Hai, Parent Nurhasanah Amir! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.10.3,Asian Parent
69,22693,6ec5c634-3436-41cc-8569-d7065bbccd7f,"TheAsianparent sangat membantu para moms, tentang kehamilan, menyusui dan perkembangan si kecil, serta makanan yg boleh di konsumsi saat hamil, saat menyusui , dan juga makanan apa saja yg tidak boleh di konsumsi ibu menyusui, best lah pokok nya theAsianparent. ❤",5,2021-11-21 22:15:36,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.10.5,Asian Parent
70,59971,3e484f24-5fc0-4d05-a267-f1a9c29f6ef8,👍👍👍👍👍,5,2022-04-09 02:31:00,,2.10.16,Asian Parent
72,33346,5314d181-8cda-4c74-8ac4-86b6bbafb8f1,Keren,5,2021-03-24 17:37:50,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",2.9.0,Asian Parent
74,21824,8e0e29ae-4602-4b03-8c7e-e15e8453ca11,Sangat memberi informasi yang bermanfaat bagi semua kalangan terutama momy2 yang baru punya baby,5,2021-12-05 11:51:11,"Halo, Bunda. Terima kasih atas review positifnya. Kami senang Bunda bisa mendapatkan manfaat positif dari aplikasi ini. Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊
",2.10.5,Asian Parent
75,35541,61d9587a-c076-47b0-b6a9-5c91907f70f3,Aplikasi bagus dan sangat membantu,5,2021-02-01 03:57:42,"Halo, Parent! Terima kasih atas review positifnya. Kami senang dapat membantu Anda mendapatkan informasi akurat dalam membantu perkembangan dan pertumbuhan si kecil. Semoga Anda dapat menggunakan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.7.12,Asian Parent
76,5473,d44f0b13-a51c-4f97-96d1-23741fc74dd3,sangattt bagus dan bermanfaat,4,2023-12-22 06:10:09,"Hai, Parent lulu saputrii lulu! Terima kasih atas review positifnya. Kami senang bahwa Anda merasa app ini dapat membantu Anda. Semoga Parent bisa memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Parent untuk bergabung di komunitas kami. 😊
",2.13.5,Asian Parent
77,8979,4b3d0d9e-e973-4b77-bb71-27a8b2d10b4b,Bagus,5,2022-12-24 03:14:12,"Hai, Parent Pita Andini! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.12,Asian Parent
79,32382,92a3e8ab-e615-49b9-b75f-69d57750b877,Menyenangkan,5,2021-04-07 07:38:39,"Hai, Parent! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur dalam aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman Anda untuk bergabung di komunitas kami. 😊",2.9.1,Asian Parent
81,13524,d88a1cb2-d77c-4abb-8e57-30570402f4fc,Sgt baik,5,2022-07-11 09:32:03,"Hai, Parent Kayu Ara! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar kehamilan, persiapan proses persalinan, tips pernikahan, rekomendasi makanan anak, gizi balita dan topik lainnya kepada para pakar di komunitas kami 😊",2.11.9,Asian Parent
82,24890,6b2bd885-e3b9-4e8c-ace7-c08e9a4ef4b8,Cukup mengedukasi... Trimkasih ♥️,5,2021-10-17 22:34:30,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊

",2.9.30,Asian Parent
84,64691,effa5545-8d94-444b-9530-29a4cb347eec,Nice,4,2021-01-25 04:37:18,"Hi, Parent! Thanks for your wonderful review - it makes us so happy! What would encourage us even more is a 5-star review from you. We hope you keep loving our app and its features as you continue along your parenting journey. Don't forget to tell your squad to join theAsianparent app community! 😊",2.8.3,Asian Parent
85,73502,197b35d0-7993-4e09-9c8b-31ada5c6649e,Sangat puas dgn apknya Sangat membantu,5,2021-09-06 17:42:53,"Hallo Mama Mawar Jasmin, terima kasih atas ulasan dan lima bintangnya. Semoga aplikasi Hallobumil dapat bermanfaat sebagai pendamping kehamilan, dan tumbuh kembang Si Kecil nantinya. Sehat selalu :) ^np

",2.1.8,Hallobumil
86,24773,bd153923-ac33-4939-a4e1-7306b7b7fd01,Aplikasi bagus untuk menambah ilmu parenting,4,2021-10-19 16:08:38,"Halo, Parent! Terima kasih atas review positifnya. Kami senang Anda bisa mendapatkan manfaat positif dan informasi akurat seputar kehamilan dan/atau parenting dari aplikasi ini. Semoga Anda dapat memanfaatkan semua fitur di aplikasi theAsianparent dengan baik ya! Jangan lupa beritahu teman untuk bergabung di komunitas kami. 😊",,Asian Parent
87,11446,5ed134f0-f4d0-41b1-aabc-b351d5310ac4,"Menurut saya aplikasi theAsianparent ini paling bagus diantara aplikasi kehamilan yang lain. Diantara keunggulan nya adalah 1. Kita bisa mencocokan hasil USG janin ,sudah sesuaikah menurut usia kehamilan 2. Kita bisa tahu apakah keluhan yang kita rasakan selama masa kehamilan itu normal atau tidak 3. Kita bisa sharing seputar kehamilan dengan bumil2 yang lain yang terkadang lebih berpengalaman. Pokonya aplikasi theAsianparent meminimalisir kecemasan saat hamil🥰🥰 terimakasih theAsianparent 😘",5,2022-09-16 14:20:40,"Hai, Parent Siti Sopiyah! Terima kasih atas review positifnya ❤️ Semoga Anda bisa menggunakan semua fitur aplikasi theAsianparent dengan baik ya! Jangan ragu juga untuk bertanya seputar perkembangan janin, persiapan kehamilan, tips pregnancy, rekomendasi makanan anak, gizi balita dan topik ibu hamil dan menjadi parent di komunitas kami 😊
",2.12.4,Asian Parent
88,84825,7409db52-9495-4666-8aa9-094442c8e43f,Good job,5,2021-01-10 09:02:38,"Hi Mums, Terima kasih telah menyukai dan menggunakan aplikasi Teman Bumil. Silakan update app Teman Bumil versi baru ya Mums dan jangan lupa share pengalaman Mums di Instagram Mums dan follow terus IG @temanbumil. Terus aktif dan pantau penawaran serta giveaway menarik lainnya dari Teman Bumil, terima kasih juga atas Bintang Limanya ya Mums :)",,Teman Bumil
